id,original_language,overview,popularity,release_date,title,vote_average,vote_count
262338,en,"Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",17.417,12-08-2014,Good People,5.5,459
425274,en,A third installment of the 'Now You See Me' franchise. Plot TBA.,24.854,12-11-2025,Now You See Me 3,0,0
489430,es,Police commissioner Funes and three researchers of supernatural phenomena investigate inexplicable events that are occurring in the suburbs of Buenos Aires.,22.67,03-05-2018,Terrified,6.69,669
431562,en,"Elsa, Anna and friends search for the Northern Lights.",20.828,05-01-2017,LEGO Frozen Northern Lights,6.6,97
245473,en,"Set high atop snow-capped mountains in the adrenaline-fueled world of competitive snowboarding, the Disney Channel Original Movie “Cloud 9″ tells the inspiring story of two snowboarders who must overcome self-doubt to learn that achieving their dreams is possible.",18.667,17-01-2014,Cloud 9,6.9,525
9745,en,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",23.664,15-11-1998,Jack Frost,6,1154
9622,en,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",21.913,17-01-1997,Beverly Hills Ninja,5.6,762
37765,it,"Asso (Ace), the best poker-player in town, was killed in his wedding night, because he won too much against a bad loser. In the ""final"" game in heaven the clerk on duty also lost, so Asso can come back to this world as a ghost to search for a good man for his wife (widow). Who is good enough for the wife of Asso ?",24.849,09-04-1981,Ace,6.1,213
10753,cn,The Hong Kong super-cop must stop a group of blackmailing bombers at the same time that the villains of the first Police Story are out for revenge.,18.412,13-08-1988,Police Story 2,7,537
169209,en,"After failing to get into the police academy, Chris Potamitis settles for a security guard job with an armoured truck company. After he makes the mistake of mentioning the company's lax security to his best friend, He's unwittingly drawn into an elaborate scheme to rob the abundant amounts of cash being stored on their premises—resulting in the largest cash heist in U.S.history.",18.415,03-09-2013,Empire State,5.4,685
16620,en,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",20.162,24-07-1987,La Bamba,7.241,713
72710,en,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",20.664,22-03-2013,The Host,6.3,3913
288985,it,"An international drugs deal goes wrong, and two New York hit-women are dispatched to Rome, Italy, to get the missing pay money. Even before departure the girls have a poolside hot party with two young men, and when they get to their hotel in Rome, they share a shower and an intimate moment together. At the beach, they make eye contact with a pair of Italian gigolos, then use judo and wrestling holds to dominate them - and impose their feminist supremacy. Finally, they will get close to the money, but their mission is made easier as the top men are fighting each other for it.",19.42,20-04-1980,The Porno Killers,4.4,17
14306,en,"A newly married couple, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",18.662,25-12-2008,Marley & Me,7.193,4577
1019939,en,"In the 19th century, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",22.715,26-01-2024,Hundreds of Beavers,7.5,115
444090,no,"Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.",24.166,29-09-2017,The Ash Lad: In the Hall of the Mountain King,6.775,371
329289,en,"A small town news team discovers a box of videotapes wherein a faceless figure, dressed in a dark suit, haunts and torments a family...slowly driving them insane. Soon after, they realize that the 'Operator' has begun to stalk them as well.",12.912,07-04-2015,Always Watching: A Marble Hornets Story,5,142
49953,en,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar.",17.91,04-08-2010,A Turtle's Tale: Sammy's Adventures,6,637
386861,ko,"Eun-joo dreams of being a plastic surgery specialist while she works as a nurse. At night, she has a job as Nabi, having sex on the phone to come up with money for her dad's medical bills. La Belle's madam Big Mama pays her girls in advance and forces them to do sexual activities like body cams while she rips them off their money. At La Belle are Candy, Cherry, Eunmi and other girls with stories but have sex on the phone with men.  Meanwhile, Joon-ho, Eun-joo's hospital director starts showing interest in Eun-joo who looks like his dead wife and they develop a romantic relationship. However, Eun-joo doesn't open up to him so he starts to feel disappointed. Joon-ho starts getting obssessed with her the more she pushes away from him until one day he sees her going to her night job.",17.393,04-02-2016,P.S. Girls,5.2,16
821,en,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",18.409,18-12-1961,Judgment at Nuremberg,8.042,798
8066,en,"Psychiatrist Sam Foster has a new patient, Henry Letham, who claims to be suicidal. In trying to diagnose him, Sam visits Henry's prior therapist and also finds Henry's mother -- even though Henry has said that he murdered both of his parents. As reality starts to contradict fact, Sam spirals into an unstable mental state. Then he finds a clue as to how and when Henry may try to kill himself, and races to try to stop him.",15.659,24-09-2005,Stay,6.604,1326
74998,en,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",12.66,02-09-2011,Seeking Justice,5.9,1001
1045205,de,"Set in a warm summer in 1990 in former East Germany, it follows a young woman who begins a relationship with a charismatic farmer who is twice her age.",16.957,13-04-2023,Someday We'll Tell Each Other Everything,6.1,34
